CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
11429,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0
11430,2014,PA,0,1,2,,0,0,0,1,0,0,0,1,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,1,1,1,1,1,0,1,1,1,1,D,1,D,0
11431,2014,PA,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
11432,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11433,2014,PA,0,1,1,,0,0,1,1,1,1,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
11434,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,0,0,1,1,0,0
11435,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11436,2014,PA,0,1,1,,1,1,0,1,1,0,0,2,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,1,0,0,0,,,0,,,,,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
11437,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
11438,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,D,0
11439,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,D,0
11440,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,D,D,D,D,D,D,0
11441,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
11442,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11443,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
11444,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
11445,2014,PA,0,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
11446,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,1,1,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,D,0
11447,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,0,,,1,0,0,1,1,0,,,,,,0,1,0,1,D,1,D,D,1,D,0
11448,2014,PA,0,1,1,,0,0,0,1,1,0,0,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0
11449,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11450,2014,PA,1,1,1,,1,1,0,1,0,0,0,2,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,0,,,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
11451,2014,PA,0,1,2,,0,0,0,1,0,0,1,1,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,D,0
11452,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,D,0
11453,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0
11454,2014,PA,1,0,2,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,1,1,1,1,1,0
11455,2014,PA,0,1,1,,0,0,0,0,0,0,,,4,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,1,0,0,1,1,D,0
11456,2014,PA,0,1,2,,0,0,0,0,0,0,,,5,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,0,,,1,0,0,1,1,0,,,,,,0,1,0,1,0,0,1,D,1,D,1
11457,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,0,,,,,,0,0,0,1,1,0,1,0,1,0,0
11458,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
11459,2014,PA,0,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,1,1,0,1,0,1
11460,2014,PA,1,1,2,,1,1,0,0,1,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,1,0,0
11461,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
11462,2014,PA,0,1,1,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,D,D,D,1,1,D,0
11463,2014,PA,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
11464,2014,PA,0,1,1,,0,0,1,0,0,1,0,1,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
11465,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
11466,2014,PA,0,1,1,,0,1,0,1,0,0,0,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,1,1,1,0,1,0,1,D,0,1,0,0
11467,2014,PA,1,1,1,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
11468,2014,PA,0,1,1,,0,0,0,1,0,1,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
11469,2014,PA,0,1,2,,0,1,1,0,0,0,0,1,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,1,0,,,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11470,2014,PA,0,1,1,,1,1,0,1,1,0,1,1,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0
11471,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
11472,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
11473,2014,PA,0,1,1,,0,0,1,1,1,1,1,3,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
11474,2014,PA,0,1,1,,0,1,1,1,0,1,1,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,1,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,1,D,0,0,0,0
11475,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0
11476,2014,PA,0,1,1,,0,0,0,0,0,0,,,M,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,D,0
11477,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,1,0,,,,,,0,0,0,1,0,1,D,0,1,D,0
11478,2014,PA,1,1,2,,1,1,1,0,0,1,0,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,1,1,1,1,1,0,,,,,0,,,,,,1,0,0,1,1,1,0,0,0,0,0
11479,2014,PA,0,1,2,,0,0,0,0,0,0,,,M,0,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,,1,0,0,1,1,0,,,,,,0,0,0,1,0,1,1,0,0,D,0
11480,2014,PA,0,1,1,,1,1,1,1,0,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,0,1,0,1,0,1,0,0,1,0,1
11481,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0
11482,2014,PA,0,1,1,,0,0,0,0,0,0,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,D,0
11483,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
11484,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,1,0,0,1,D,0
11485,2014,PA,0,1,2,,1,0,0,1,0,0,0,2,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,D,1,1,D,1,1,0
11486,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
11487,2014,PA,1,1,1,,1,1,0,1,0,0,0,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,D,1
11488,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,D,0
11489,2014,PA,0,1,1,,1,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
11490,2014,PA,0,1,2,,0,0,1,0,0,1,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
11491,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,,,1,0,1,1,1,0,,,,,,0,1,0,0,1,1,D,D,1,0,0
11492,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,D,0
11493,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,D,0
11494,2014,PA,1,1,6,1,1,1,0,1,1,0,0,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,1,0,,,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
11495,2014,PA,1,1,6,1,1,0,0,1,1,0,0,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11496,2014,PA,0,1,2,,1,0,0,0,0,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
11497,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,1,0,0,,,,,,1,0,0,1,1,1,1,1,1,D,0
11498,2014,PA,0,1,1,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0
11499,2014,PA,0,1,2,,0,0,0,1,1,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,D,0
11500,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0
11501,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
11502,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,D,0
11503,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0
11504,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,1,1,0,1,0,1
11505,2014,PA,0,1,2,,0,0,1,0,0,0,0,1,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,1,0,,,,,,0,1,0,0,0,1,1,D,D,D,0
11506,2014,PA,0,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
11507,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,0,1,1,1,0,1,0,0
11508,2014,PA,1,1,6,1,1,0,0,1,0,0,0,3,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
11509,2014,PA,1,1,2,,1,0,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,,,,0,,,,,,0,1,0,1,1,1,1,1,1,0,0
11510,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
11511,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
11512,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,D,0
11513,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11514,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
11515,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,D,0
11516,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,1,D,1,1,D,0
11517,2014,PA,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,1,1,0,0,D,1
11518,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,1,1,1,0,0,0,1
11519,2014,PA,0,1,2,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
11520,2014,PA,0,1,2,,1,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
11521,2014,PA,1,1,2,,0,0,0,0,0,0,,,1,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,1,0,,,1,1,0,1,0,0,,,,,,0,1,1,0,0,0,0,0,0,0,1
11522,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,D,1,D,0
11523,2014,PA,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11524,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,0,1,0,0,D,1,1,0,0
11525,2014,PA,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,1,0,0,1,1,D,0,0,D,0
11526,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,0,D,D,1,1,D,0
11527,2014,PA,0,1,1,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
11528,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11529,2014,PA,1,1,1,,0,1,0,0,1,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
11530,2014,PA,0,1,2,,1,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,1,1,0,0,0,1
11531,2014,PA,0,1,1,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,1,0,0,0,,,,,,0,1,0,1,1,1,1,0,1,1,1
11532,2014,PA,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,D,0
11533,2014,PA,0,1,1,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,0,0,0,1,0,0,1,0,0,0,1
11534,2014,PA,0,1,1,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,D,0
